20,10,50.0,10,50.0
20,12,60.0,8,40.0
20,14,70.0,6,30.0
20,14,70.0,6,30.0
20,17,85.0,3,15.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,10,50.0,10,50.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,10,50.0,10,50.0
20,10,50.0,10,50.0
20,14,70.0,6,30.0
20,13,65.0,7,35.0
20,19,95.0,1,5.0
20,15,75.0,5,25.0
20,14,70.0,6,30.0
20,16,80.0,4,20.0
20,15,75.0,5,25.0
20,17,85.0,3,15.0
20,20,100.0,0,0.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,19,95.0,1,5.0
20,18,90.0,2,10.0
20,15,75.0,5,25.0
20,18,90.0,2,10.0
20,20,100.0,0,0.0
20,19,95.0,1,5.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,15,75.0,5,25.0
20,18,90.0,2,10.0
20,16,80.0,4,20.0
20,13,65.0,7,35.0
20,14,70.0,6,30.0
20,15,75.0,5,25.0
20,15,75.0,5,25.0
20,15,75.0,5,25.0
20,13,65.0,7,35.0
20,14,70.0,6,30.0
20,16,80.0,4,20.0
20,15,75.0,5,25.0
20,17,85.0,3,15.0
20,15,75.0,5,25.0
20,16,80.0,4,20.0
20,15,75.0,5,25.0
20,16,80.0,4,20.0
20,19,95.0,1,5.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,16,80.0,4,20.0
20,16,80.0,4,20.0
20,19,95.0,1,5.0
20,14,70.0,6,30.0
20,15,75.0,5,25.0
20,14,70.0,6,30.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,16,80.0,4,20.0
20,14,70.0,6,30.0
20,14,70.0,6,30.0
20,16,80.0,4,20.0
20,18,90.0,2,10.0
20,16,80.0,4,20.0
20,19,95.0,1,5.0
20,16,80.0,4,20.0
20,18,90.0,2,10.0
20,16,80.0,4,20.0
20,19,95.0,1,5.0
20,13,65.0,7,35.0
20,19,95.0,1,5.0
20,15,75.0,5,25.0
20,13,65.0,7,35.0
20,16,80.0,4,20.0
20,18,90.0,2,10.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,19,95.0,1,5.0
20,15,75.0,5,25.0
20,19,95.0,1,5.0
20,19,95.0,1,5.0
20,16,80.0,4,20.0
20,20,100.0,0,0.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,19,95.0,1,5.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,18,90.0,2,10.0
20,19,95.0,1,5.0
20,14,70.0,6,30.0
20,20,100.0,0,0.0
20,17,85.0,3,15.0
20,19,95.0,1,5.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,18,90.0,2,10.0
20,19,95.0,1,5.0
20,16,80.0,4,20.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,18,90.0,2,10.0
20,19,95.0,1,5.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,19,95.0,1,5.0
20,15,75.0,5,25.0
20,17,85.0,3,15.0
20,20,100.0,0,0.0
20,20,100.0,0,0.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,13,65.0,7,35.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,20,100.0,0,0.0
20,18,90.0,2,10.0
20,16,80.0,4,20.0
20,15,75.0,5,25.0
20,18,90.0,2,10.0
20,19,95.0,1,5.0
20,16,80.0,4,20.0
20,16,80.0,4,20.0
20,18,90.0,2,10.0
20,12,60.0,8,40.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,20,100.0,0,0.0
20,15,75.0,5,25.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,15,75.0,5,25.0
20,20,100.0,0,0.0
20,15,75.0,5,25.0
20,15,75.0,5,25.0
20,20,100.0,0,0.0
20,12,60.0,8,40.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,19,95.0,1,5.0
20,14,70.0,6,30.0
20,15,75.0,5,25.0
20,18,90.0,2,10.0
20,15,75.0,5,25.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,19,95.0,1,5.0
20,17,85.0,3,15.0
20,16,80.0,4,20.0
20,14,70.0,6,30.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,15,75.0,5,25.0
20,18,90.0,2,10.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,15,75.0,5,25.0
20,18,90.0,2,10.0
20,17,85.0,3,15.0
20,19,95.0,1,5.0
20,15,75.0,5,25.0
20,19,95.0,1,5.0
20,14,70.0,6,30.0
20,16,80.0,4,20.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,13,65.0,7,35.0
20,20,100.0,0,0.0
20,16,80.0,4,20.0
20,17,85.0,3,15.0
20,13,65.0,7,35.0
20,17,85.0,3,15.0
20,17,85.0,3,15.0
20,14,70.0,6,30.0
20,15,75.0,5,25.0
20,17,85.0,3,15.0
20,12,60.0,8,40.0
